,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_base_estimator__max_depth,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
94,104.425274491,0.948360085487,1.16752018032,55.7963325836,3,340,"{'n_estimators': 340, 'base_estimator__max_depth': 3}",76,1.1379914113,56.1712552011,1.19704894934,55.4214099661,2.14384257793,0.114183068275,0.0295287690194,0.374922617543
95,107.64644897,1.2226960659,1.1660814427,55.8669302121,3,350,"{'n_estimators': 350, 'base_estimator__max_depth': 3}",83,1.13773088002,56.148262792,1.19443200538,55.5855976322,3.19210994244,0.125874042511,0.0283505626778,0.281332579881
96,109.935191512,0.904248476028,1.1635046762,55.8708476282,3,360,"{'n_estimators': 360, 'base_estimator__max_depth': 3}",100,1.1408212792,56.3149918468,1.1861880732,55.4267034097,3.50515258312,0.0460195541382,0.0226833970006,0.444144218569
97,112.329672098,1.00135290623,1.1631290291,55.9620255089,3,370,"{'n_estimators': 370, 'base_estimator__max_depth': 3}",104,1.13658839372,56.4535262194,1.18966966449,55.4705247984,3.17923212051,0.043291926384,0.0265406353873,0.491500710535
98,115.577958465,1.04384863377,1.16332952614,55.9934956471,3,380,"{'n_estimators': 380, 'base_estimator__max_depth': 3}",101,1.13511497443,56.4716954946,1.19154407786,55.5152957995,1.10707557201,0.0193005800247,0.0282145517119,0.478199847548
99,120.566334963,0.943595528603,1.15868320817,56.1202067427,3,390,"{'n_estimators': 390, 'base_estimator__max_depth': 3}",127,1.12397195466,56.5804550794,1.19339446168,55.659958406,1.84155201912,0.000336527824402,0.0347112535068,0.46024833672
100,121.655520439,1.03578555584,1.15715797258,56.1541492862,3,400,"{'n_estimators': 400, 'base_estimator__max_depth': 3}",132,1.12684116762,56.6062930753,1.18747477754,55.7020054972,4.47068548203,0.0132964849472,0.0303168049591,0.452143789053
101,130.168057323,1.05610859394,1.16158645221,56.1945731425,3,410,"{'n_estimators': 410, 'base_estimator__max_depth': 3}",111,1.13068357094,56.7832833505,1.19248933348,55.6058629346,0.373664498329,0.0772675275803,0.0309028812678,0.588710207921
102,127.233103395,1.10143101215,1.15829375601,56.028019227,3,420,"{'n_estimators': 420, 'base_estimator__max_depth': 3}",130,1.12473315064,56.7122136879,1.19185436138,55.3438247661,1.04436957836,0.0788480043411,0.0335606053689,0.684194460907
103,134.268853545,1.00781857967,1.16131799867,55.9813912819,3,430,"{'n_estimators': 430, 'base_estimator__max_depth': 3}",113,1.12568099943,56.7241350965,1.19695499791,55.2386474673,0.0240434408188,0.0227304697037,0.035636999244,0.742743814629
104,134.344099522,1.04128408432,1.16477000372,56.0158549429,3,440,"{'n_estimators': 440, 'base_estimator__max_depth': 3}",92,1.12859176822,56.7216750128,1.20094823923,55.310034873,0.995439529419,0.0283579826355,0.0361782355049,0.705820069901
105,133.055620074,1.07408833504,1.16540897151,56.1112004651,3,450,"{'n_estimators': 450, 'base_estimator__max_depth': 3}",86,1.13043628434,56.7542714424,1.20038165868,55.4681294878,0.130391955376,0.0122854709625,0.0349726871692,0.643070977319
106,139.334381461,1.18093550205,1.17003336057,56.0409166937,3,460,"{'n_estimators': 460, 'base_estimator__max_depth': 3}",49,1.13613965307,56.7784340411,1.20392706807,55.3033993462,5.24790036678,0.0738915205002,0.0338937075004,0.737517347432
107,138.975028515,1.09504306316,1.1734005449,56.0121339461,3,470,"{'n_estimators': 470, 'base_estimator__max_depth': 3}",23,1.14104584632,56.6699765304,1.20575524347,55.3542913618,4.22495651245,0.00920784473419,0.0323546985709,0.657842584311
108,144.770516992,1.15558648109,1.17298026482,56.2157285335,3,480,"{'n_estimators': 480, 'base_estimator__max_depth': 3}",25,1.13953199208,56.7217967719,1.20642853755,55.7096602952,2.96911895275,0.0105974674225,0.0334482727357,0.506068238328
109,148.516200542,1.31909048557,1.17000917809,56.1762473925,3,490,"{'n_estimators': 490, 'base_estimator__max_depth': 3}",51,1.13855184876,56.670694156,1.20146650742,55.6818006289,7.38501548767,0.199134469032,0.0314573293301,0.494446763535
